id;nombre;categoria;subcategoria;municipio;latitud;longitud;calle;numero;piso;oficina;departamento;entre_calle_1;entre_calle_2;codigo_postal;otra_info_dire;referente_1;mail_referente_1;tel_referente_1;referente_2;mail_referente_2;tel_referente_2;referente_3;mail_referente_3;tel_referente_3;referente_4;mail_referente_4;tel_referente_4;referente_5;mail_referente_5;tel_referente_5;tipo_contacto_1;contacto_1;tipo_contacto_2;contacto_2;tipo_contacto_3;contacto_3;telefono_1;telefono_2;telefono_3;telefono_4;telefono_5;telefono_6;telefono_7;telefono_8;telefono_9;telefono_10;telefono_11;horario_lunes;horario_martes;horario_miercoles;horario_jueves;horario_viernes;horario_sabado;horario_domingo;guardia
3152;Unidad de Salud Saturnino Segurola ;Salud;Atención Primaria - CAPS;La Matanza;-3.467.915.717;-5.853.147.702;Necochea;4226;;;;;;1766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3154;Unidad de Salud Móvil Rafael Castillo ;Salud;Atención Primaria - CAPS;La Matanza;-34.717.076;-58.612.237;Yanzi;;;;;Ipiranga;;1755;;;;;;;;;;;;;;;;;;;;;;;(2223) 675183;;;;;;;;;;;;;;;;;;
3159;Departamento de Epidemiología y Profilaxis ;Salud;Oficinas Gubernamentales;La Matanza;-3.467.735.697;-5.856.044.863;Almafuerte;3050;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(11) 42876422;;;;;;;;;;;;;;;;;;
3160;Departamento de vías respiratorias  alergia e inmunología ;Salud;Oficinas Gubernamentales;La Matanza;-3.467.658.275;-585.607.226;Villegas;2340;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(11) 43553316;;;;;;;;;;;;;;;;;;
3161;Centro esp. de medicina física y rehabilitación - cemefir ;Salud;Centros de Salud;La Matanza;-3.467.872.657;-5.855.915.149;Perú;2433;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(2478) 450906;(2223) 442149;;;;;;;;;;;;;;;;;
3162;Centro Odontológico Municipal Dr. J. Echeverría ;Salud;Centros de Salud;La Matanza;-3.467.607.092;-5.856.210.324;Almafuerte;2902;;;;;;1754;;;;;;;;;;;;;;;;;Mail;odontologico@lamatanza.gov.ar;;;;;(221) 4104400 int.: 56270;;;;;;;;;;;;;;;;;;
3164;Dirección de atención médica en acción social ;Salud;Oficinas Gubernamentales;La Matanza;-3.467.672.785;-5.855.965.512;Entre Ríos;3058;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(11) 42109000;;;;;;;;;;;;;;;;;;
3165;Unidad de Salud Almafuerte ;Salud;Atención Primaria - CAPS;La Matanza;-3.469.216.305;-5.855.176.067;Monseñor Bufano;4500;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(221) 4251717;;;;;;;;;;;;;;;;;;
3168;Subsecretaría promoción y desarrollo de políticas públicas saludables ;Salud;Oficinas Gubernamentales;La Matanza;-3.467.735.697;-5.856.044.863;Almafuerte;3050;1;;;;;1754;;;;;;;;;;;;;;;;;Mail;alcrovetto@yahoo.com.ar;;;;;(11) 44893330;(221) 4104400 int.: 56214;;;;;;;;;;;;;;;;;
3171;Centro de Salud Mental Dr. Mario Tisminetzky ;Salud;Centros de Salud;La Matanza;-3.468.896.351;-5.856.401.802;Thames;3669;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(2221) 4830175;(221) 4215241;(223) 4953963;;;;;;;;;;;;;;;;
3174;Unidad de Salud José Hernández ;Salud;Atención Primaria - CAPS;La Matanza;-3.471.966.775;-5.849.051.518;Vieytes;3832;;;;;;1774;;;;;;;;;;;;;;;;;;;;;;;(2245) 447675;;;;;;;;;;;;;;;;;;
3175;Unidad de Salud Las Antenas ;Salud;Atención Primaria - CAPS;La Matanza;-3.467.325.957;-5.852.285.515;Almirante Brown;4207;;;;;;1752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3176;Unidad Sanitaria Villa Madero ;Salud;Atención Primaria - CAPS;La Matanza;-3.468.737.437;-5.850.068.102;Pedro de Mendoza;1425;;;;;;1768;;;;;;;;;;;;;;;;;;;;;;;-443037;;;;;;;;;;;;;;;;;;
3177;Unidad de Salud La Esperanza ;Salud;Atención Primaria - CAPS;La Matanza;-3.483.890.974;-5.864.235.195;Apeninos;600;;;;;;1763;;;;;;;;;;;;;;;;;;;;;;;(11) 42873160 int.: 140;;;;;;;;;;;;;;;;;;
3179;Unidad de Salud Móvil Esperanza ;Salud;Atención Primaria - CAPS;La Matanza;-3.484.768.768;-586.351.408;Julio Verne;;;;;El Dorado;;1763;;;;;;;;;;;;;;;;;;;;;;;(11) 42873160 int.: 142;;;;;;;;;;;;;;;;;;
3182;Unidad de Salud;Salud;Atención Primaria - CAPS;La Matanza;-3.485.441.252;-5.866.303.814;Arengreen;5165;;;;Manzanares;;1763;;;;;;;;;;;;;;;;;;;;;;;(221) 4224114 int.: 56208;;;;;;;;;;;;;;;;;;
3183;Unidad de Salud;Salud;Atención Primaria - CAPS;La Matanza;-3.481.907.167;-5.864.086.646;Calle 8;;;;;Calle 102;Calle 103;1763;Ruta 3 Km. 35;;;;;;;;;;;;;;;;;;;;;;(223) 4951268;;;;;;;;;;;;;;;;;;
3185;Unidad de Salud Dr. Roque Pérez ;Salud;Atención Primaria - CAPS;La Matanza;-3.477.400.127;-587.271.784;Carabajal;1428;;;;;;1761;;;;;;;;;;;;;;;;;;;;;;;(11) 47245800;;;;;;;;;;;;;;;;;;
3186;Unidad de Salud Barrio Independencia ;Salud;Atención Primaria - CAPS;La Matanza;-3.476.225.863;-5.861.034.669;Juan Cobo;;;;;José Hernández;Esteban de Lucas;1759;;;;;;;;;;;;;;;;;;;;;;;(2221) 4828821;;;;;;;;;;;;;;;;;;
3187;Unidad Sanitaria Justo Villegas ;Salud;Atención Primaria - CAPS;La Matanza;-347.050.321;-585.566.279;Guatemala;4905;;;;;;1754;;;;;;;;;;;;;;;;;;;;;;;(2221) 4839838;;;;;;;;;;;;;;;;;;
3195;Oficina de violencia familiar;Atención en Violencia;Oficinas Gubernamentales;La Costa;-3.653.341.136;-5.671.464.724;Calle 32;;;;;Diagonal 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8:00-18:00;8:00-18:00;8:00-18:00;8:00-18:00;8:00-18:00;;;
3196;Comisaría de la costa 1°;Seguridad;Comisarías;La Costa;-365.436.211;-566.975.594;Calle 41;;;;;Calle 3;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 441598;;;;;;;;;;;;;;;;;;
3227;Unidad Sanitaria Aguas Verdes;Salud;Atención Primaria - CAPS;La Costa;-3.663.490.438;-5.669.327.431;Destructor San Juan;;;;;9 de Julio;Usuahia;7109;;;;;;;;;;;;;;;;;;;;;;;(2245) 446172;;;;;;;;;;;;;;;;;;
3229;Unidad Sanitaria;Salud;Atención Primaria - CAPS;La Costa;-3.649.508.345;-5.669.712.193;Calle 36;;;;;Calle 9;;7106;;;;;;;;;;;;;;;;;;;;;;;(2245) 447964;;;;;;;;;;;;;;;;;;
3230;Unidad Sanitaria;Salud;Atención Primaria - CAPS;La Costa;-366.582.263;-566.814.746;Mendoza;5130;;;;;;7113;;;;;;;;;;;;;;;;;;;;;;;(2226) 421751;;;;;;;;;;;;;;;;;;
3238;Centro de Atención Primaria de la Salud;Salud;Atención Primaria - CAPS;La Costa;-3.676.337.415;-566.849.008;;;;;;;;7109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3239;Centro de Atención Primaria de la Salud;Salud;Atención Primaria - CAPS;La Costa;-3.669.291.754;-5.668.590.482;Falkner;;;;;;;7107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3249;Dirección de niñez ;Niñez y Adolescencia;Oficinas Gubernamentales;Lanús;-347.234.628;-5.839.517.428;Máspero;33;;;;;;;;Licendiada Sonia  López (Directora);;;;;;;;;;;;;;;;;;;;;(11) 48391111;(11) 48391113;;;;;;;;;;;;;;;;;
3251;Servicio Local de Niñez;Niñez y Adolescencia;Oficinas Gubernamentales;Lanús;-347.234.628;-5.839.517.428;Máspero;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 48391114;;;;;;;;;;;;;;;;;;
3255;Servicio Local de Niñez;Niñez y Adolescencia;Oficinas Gubernamentales;Lanús;-347.112.515;-583.814.857;Sitio de Montevideo;1862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2229) 453894;;;;;;;;;;;;;;;;;;
3280;Hospital Interzonal de Agudos “Evita”;Salud;Hospitales;Lanús;-3.469.623.679;-5.840.071.339;Río de Janeiro;1910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 420002;(2342) 426977;;;;;;;;;;;;;;;;;
3281;Unidad de Pronta Atención;Salud;Atención Primaria - CAPS;Lanús;-3.468.022.352;-5.843.489.963;Osorio;3000;;;;Pasaje Aguirre;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 431019;;;;;;;;;;;;;;;;;;
3282;Hospital Zonal General “Narciso López” ;Salud;Hospitales;Lanús;-3.470.389.081;-5.838.259.687;O´Higgins;1333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 431019;(2342) 425048;(2342) 431010;;;;;;;;;;;;;;;;
3284;Hospital Zonal Especializado en Oncología;Salud;Hospitales;Lanús;-3.470.249.322;-5.838.346.493;Pringles;1257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 493010;;;;;;;;;;;;;;;;;;
3285;"Unidad Sanitaria ""Máspero"" ";Salud;Atención Primaria - CAPS;Lanús;-347.235.339;-583.958.602;Máspero;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 493100;(2342) 492031;;;;;;;;;;;;;;;;;
3286;"Unidad Sanitaria ""Dr. Nicolás Natiello""";Salud;Atención Primaria - CAPS;Lanús;-347.325.117;-583.422.633;Martinto;1198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4230697;;;;;;;;;;;;;;;;;;
3290;"Unidad Sanitaria ""Miranda Norgreen""";Salud;Atención Primaria - CAPS;Lanús;-3.469.934.011;-584.328.111;Murature;4114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 441593;;;;;;;;;;;;;;;;;;
3293;"Centro de Medicina Preventiva ""Dr. Floreal Ferrara""";Salud;Centros de Salud;Lanús;-347.112.515;-583.814.857;Sitio de Montevideo;1862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 441597;(2245) 441598;;;;;;;;;;;;;;;;;
3294;"Unidad Sanitaria ""General San Martín""";Salud;Atención Primaria - CAPS;Lanús;-3.473.175.406;-5.835.988.288;Corvalán;2107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 447155;;;;;;;;;;;;;;;;;;
3295;"Centro de Salud N° 4 ""Cosme Argerich""";Salud;Centros de Salud;Lanús;-3.473.816.643;-5.836.154.589;Alvear;4493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 447680;;;;;;;;;;;;;;;;;;
3297;"Centro de Salud N° 10 ""Villa Obrera""";Salud;Centros de Salud;Lanús;-3.471.952.088;-5.836.520.487;Eva Perón;3168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3298;Centro de Salud N° 14;Salud;Centros de Salud;Lanús;-3.473.229.053;-5.837.400.867;Centenario Uruguayo;2898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 446035 int.: 201;;;;;;;;;;;;;;;;;;
3299;"Centro de Salud N° 20 ""Villa Independencia""";Salud;Centros de Salud;Lanús;-3.473.942.417;-5.836.852.459;Corvalán;3168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3303;"Centro de Salud N° 16 ""Martín Güemes""";Salud;Centros de Salud;Lanús;-346.994.795;-583.920.795;Las Piedras;;;;;San Carlos;Salcedo;;;;;;;;;;;;;;;;;;;;;;;;(2245) 443082;;;;;;;;;;;;;;;;;;
3305;"Centro de Salud N° 46 ""Chorroarín""";Salud;Centros de Salud;Lanús;-3.472.555.155;-5.834.820.928;Chorroarín;1018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3309;"Centro de Salud N° 24 ""General Belgrano""";Salud;Centros de Salud;Lanús;-347.023.158;-583.731.404;Bolaños;1793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3311;"Centro de Salud ""Villa Fiorito""";Salud;Centros de Salud;Lanús;-347.136.769;-583.534.105;Bueras;3386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3312;"Centro de Salud ""Héroes de Malvinas""";Salud;Centros de Salud;Lanús;-347.134.802;-583.639.996;Ayacucho;2900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3315;"Centro de Salud N° 45 ""Villa Eslovena""";Salud;Centros de Salud;Lanús;-3.471.767.182;-584.196.913;Colón;2475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3317;"Centro de Salud N° 27 ""Juan Giardino""";Salud;Centros de Salud;Lanús;-3.468.491.805;-5.843.407.307;Armenia;3114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42324141;;;;;;;;;;;;;;;;;;
3318;"Centro de Salud ""Villa Constitución""";Salud;Centros de Salud;Lanús;-3.467.477.241;-5.842.572.156;Viamonte;3846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 51930289;;;;;;;;;;;;;;;;;;
3321;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Lanús;-347.233.547;-583.955.354;Máspero;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4535904;;;;;;;;;;;;;;;;;;
3329;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;Laprida;-3.754.536.154;-6.079.669.431;Independencia;1456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2221) 499751;;;;;;;;;;;;;;;;;;
3342;"Hospital Zonal Especializado de Oncología ""Luciano Fortabat"" ";Salud;Hospitales;Laprida;-3.688.479.267;-6.031.105.611;Rivadavia;4057;;;;;;7400;;;;;;;;;;;;;;;;;;;;;;;(11) 4645164;(2226) 493037;(11) 48300822;;;;;;;;;;;;;;;;
3343;"Hospital Geriátrico para Crónicos ""Cardenal Eduardo Francisco Pironio""";Salud;Hospitales;Laprida;-3.677.318.767;-5.910.091.728;Irigoyen;;;;;Otaño;;7203;;;;;;;;;;;;;;;;;;;;;;;(11) 48300532;;;;;;;;;;;;;;;;;;
3344;Hospital Pedro S. Sancholuz ;Salud;Hospitales;Laprida;-375.523.624;-607.967.811;Lavalle;;;;;Sancholuz;;;;;;;;;;;;;;;;;;;Mail;hospitallaprida@laprida.net;;;;;(11) 48300532;(11) 45894802;;;;;;;;;;;;;;;;;
3345;Unidad Sanitaria Pedro A. Ávila ;Salud;Atención Primaria - CAPS;Laprida;-3.753.941.417;-607.917.453;Mariano Juan Pereyra;529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 41500085;;;;;;;;;;;;;;;;;;
3346;Centro de Atención Primaria de la Salud Ramón Carrillo ;Salud;Atención Primaria - CAPS;Laprida;-3.754.734.379;-6.080.604.856;Santamarina;1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3351;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;Las Flores;-3.601.633.819;-5.910.136.683;Moreno;673;;;;Harosteguy;Pueyrredon;;;Viviana  Andracca (Subcomisaria);;;;;;;;;;;;;;;Mail;crialamujerfamilialasflores@outlook.com;;;;;(2273) 406063;;;;;;;;;;;;;;;;;;
3363;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Las Flores;-3.601.495.645;-5.909.659.958;Doctor Domingo Harosteguy;376;;;;;;;Centro Cívico;;;;;;;;;;;;;;;;;;;;;;(2362) 444300;;;;;;;;;;;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;;;
3364;Hospital Zonal General;Salud;Hospitales;Las Flores;-3.600.811.072;-5.911.161.935;Avenida Guaresti;;;;;;;7200;;Doctor Mauricio  Alejandro (Director.);;;;;;;;;;;;;;;Mail;lasfloreshospital@yahoo.com.ar;;;;;(2273) 442666;(2362) 441249;(2362) 410017;(2325) 650635;;;;;;;;;;;;;;;
3384;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Lobería;-381.654.287;-587.828.996;Italia;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2355) 425735;;;;;;;;;;;13:00-15:00;13:00-15:00;10:00-12:00;10:00-12:00;13:00-15:00;;;
3433;Hospital de Lobos                         ;Salud;Hospitales;Lobos;-351.837.776;-5.909.208.598;Mastropietro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2396) 611689;(2392) 498704;(2392) 613075;;;;;;;;;;;;;;;;
3434;Hospital Municipal;Salud;Hospitales;Lobos;-3.518.414.682;-5.909.208.598;Mastropietro;;;;;;;;;Melisa  Albertelli;;;;;;;;;;;;;;;Mail;meli.alber.19@hotmail.es;;;;;(2392) 527582;(2392) 498220;(2392) 545007;(2392) 498629;;;;;;;;8:00-13:00;8:00-13:00;8:00-13:00;8:00-13:00;8:00-13:00;;;
3435;Sala de Primeros Auxilios A. Carboni ;Salud;Primeros Auxilios;Lobos;-3.520.136.954;-5.934.733.293;;;;;;;;;;;;;;;;;;;;;;;;;Mail;subcom@lo.mun.gba.gov.ar;;;;;(2392) 498660;;;;;;;;;;;;;;;;;;
3438;Sala de Primeros Auxilios;Salud;Primeros Auxilios;Lobos;-3.514.852.418;-5.909.093.921;San Patricio;;;;;;;7249;;;;;;;;;;;;;;;;;Mail;subcom@lo.mun.gba.gov.ar;;;;;(2477) 434740;(2477) 434333 int.: 129;(2477) 434334 int.: 129;(2477) 428969 int.: 129;(2477) 428038 int.: 129;(2477) 439960;(2477) 439962;;;;;;;;;;;;
3441;Sala de Primeros Auxilios Zapiola ;Salud;Primeros Auxilios;Lobos;-3.505.916.374;-590.411.358;;;;;;;;;;;;;;;;;;;;;;;;;Mail;subcom@lo.mun.gba.gov.ar;;;;;(2477) 429301 int.: 224;(2477) 444520;(2477) 430332;(2477) 434328;(2477) 434337;(2477) 434328;(2477) 437393;;;;;;;;;;;;
3442;Sala de Primeros Auxilios Elvira ;Salud;Primeros Auxilios;Lobos;-3.524.316.817;-5.948.459.082;;;;;;;;;;;;;;;;;;;;;;;;;Mail;subcom@lo.mun.gba.gov.ar;;;;;(2477) 444491;;;;;;;;;;;;;;;;;;
3449;Servicio Local de Niñez;Niñez y Adolescencia;Oficinas Gubernamentales;Lomas de Zamora;-347.974.807;-584.240.228;Avenida Antártida Argentina;1556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2477) 494281;;;;;;;;;;;;;;;;;;
3456;Dirección municipal de derechos humanos;Otros servicios;Derechos Humanos;Lomas de Zamora;-347.574.982;-584.032.191;Manuel Castro;220;4;;;;;;Subsecretaria de Derechos Humanos e Inclusión Social. Secretaría de Seguridad;Nilda  Rapari;;;;;;;;;;;;;;;Mail;derechoshumanos@lomasdezamora.gov.ar;Mail;derechoshumanos-ldz@hotmail.com;;;(2477) 442947;;;;;;;;;;;8:00-16:00;8:00-16:00;8:00-16:00;8:00-16:00;8:00-16:00;;;
3459;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;Lomas de Zamora;-3.477.757.742;-5.839.966.017;25 de Mayo;348;;;;;;;;SubComisario Miriam  Mercado (Responsable);;;;;;;;;;;;;;;;;;;;;(2477) 436925;;;;;;;;;;;;;;;;;;
3462;Comisaría 7°;Seguridad;Comisarías;Lomas de Zamora;-347.345.687;-584.234.758;Bilbao la Vieja;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2242) 498125;(2477) 436283;;;;;;;;;;;;;;;;;
3463;Comisaría 5°;Seguridad;Comisarías;Lomas de Zamora;-347.060.807;-5.843.812.888;Necol;326;;;;Murature;;;;;;;;;;;;;;;;;;;;;;;;;(2477) 437653;(2477) 430040;;;;;;;;;;;;;;;;;
3466;Comisaría 4°;Seguridad;Comisarías;Lomas de Zamora;-3.480.112.458;-5.842.557.022;Euskal Echea;277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2477) 430019;;;;;;;;;;;;;;10:00-13:00;;;;
3468;Comisaría 7°;Seguridad;Comisarías;Lomas de Zamora;-3.473.513.342;-584.228.163;Bilbao La Vieja;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2477) 483005;(2477) 493007;;;;;;;;;;;;10:00-12:00;;;;;
3470;Comisaría 10°;Seguridad;Comisarías;Lomas de Zamora;-3.470.667.505;-5.845.988.236;Rivera Sur;;;;;Cosquin;;;abajo del Puente La Noria;;;;;;;;;;;;;;;;;;;;;;(2242) 498230;(11) 47605061;;;;;;;;;;;;;15:00-17:00;;;;
3499;Fiscalía de ejecución penal juvenil;Justicia;Unidades Fiscales;Lomas de Zamora;-347.378.192;-58.389.863;Castro Barros;375&379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2320) 473111;;;;;;;;;;;;;;;;;;
3506;Casa de Justicia;Justicia;Otros Justicia;Lomas de Zamora;-347.974.807;-584.240.228;Antártida Argentina;1556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2320) 401105;;;;;;;;;;;;;;;;;;
3513;Juzgado de Familia N° 1 y N° 2;Justicia;Juzgados;Lomas de Zamora;-347.399.166;-583.994.783;Vieytes;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(230) 4484101;;;;;;;;;;;;;;;;;;
3514;Juzgado de Familia N° 3 y N° 4;Justicia;Juzgados;Lomas de Zamora;-3.474.016;-584.013.989;Azara;1648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(230) 4441328;;;;;;;;;;;;;;;;;;
3517;Secretaría de salud;Salud;Oficinas Gubernamentales;Lomas de Zamora;-347.574.982;-584.032.191;Castro;220;;;;;;;;Licendiada Noelia  Clausi (Referentes);;;Licendiada Carla  Galante (Referentes);;;Licendiado Gabriel  Rullo (Referentes);;;;;;;;;Mail;noeliaclausi@yahoo.com.ar;Mail;carlargalante@argentina.com;Mail;gabriel21rullo@hotmail.com;;;;;;;;;;;;;;;;9:00-13:00;;;
3519;"Hospital Interzonal General de Agudos  ""Luisa C. de Gandulfo""";Salud;Hospitales;Lomas de Zamora;-347.618.465;-583.928.751;Balcarce;351;;;;;;1832;;Mónica  Malchiodi (Referente);monicamalchiodi@hotmail.com;;;;;;;;;;;;;;;;;;;;(2320) 540005;(230) 4432100;(230) 4427549;(230) 4426550;(230) 4424876;(230) 4424877;(230) 4424878;(230) 4433881;;;;;;;;;;;
3520;"Hospital Interzonal Especializado  ""Dr. José Antonio Esteves""";Salud;Hospitales;Lomas de Zamora;-3.477.801.183;-58.417.706;Garibaldi;;;;;;;1661;;Carla  Rosa (Referentes);;Internos 133/173;Doctora Silvia  Bustos (Referentes);;Internos 133/173;;;;;;;;;;;;;;;;(230) 4427250;(230) 495107;(230) 430110;(230) 664311;(230) 4664031;(230) 4664049;;;;;;;;;;;;;
3522;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Lomas de Zamora;-3.475.864.991;-5.835.083.973;Benteveo;198;;;;hornero;;;;;;;;;;;;;;;;;;;;;;;;;(2322) 424505;;;;;;;;;;;9:00-13:00;9:00-13:00;9:00-13:00;9:00-13:00;9:00-13:00;;;
3525;Unidad Sanitaria Villa Albertina ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-347.460.037;-584.584.502;Bustos;2172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(230) 4669265;;;;;;;;;;;;;;;;;;
3528;Unidad Sanitaria Santa Marta ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-347.498.143;-584.500.311;Voltaire;1650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2320) 401000;;;;;;;;;;;;;;;;;;
3529;Unidad Sanitaria 2 de Abril ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-3.474.150.295;-5.846.949.344;Soldado Zelarrayan;1103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2320) 401002;;;;;;;;;;;;;;;;;;
3530;Unidad Pediátrica;Salud;Atención Primaria - CAPS;Lomas de Zamora;-347.574.982;-584.032.191;Manuel Castro;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3531;Unidad Sanitaria Villa El Faro ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-347.430.574;-584.433.268;Jose Ingenieros;1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2320) 470253;;;;;;;;;;;;;;;;;;
3532;Unidad Sanitaria Consultorio Odontológico Escolar N° 17 ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-3.474.097.908;-5.835.106.571;Médico;;;;;Barilari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3536;Hospital Materno Infantil Dr. Oscar E. Alende ;Salud;Atención Materna Infantil;Lomas de Zamora;-347.149.618;-584.673.087;Claudio de Alas;2584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2320) 472200;;;;;;;;;;;;;;;;;;
3538;Unidad Sanitaria Ingeniero Budge;Salud;Atención Primaria - CAPS;Lomas de Zamora;-3.471.819.303;-5.845.203.204;Quesada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2322) 490702;;;;;;;;;;;;;;;;;;
3539;Unidad Sanitaria Juan Manuel de Rosas ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-3.479.425.044;-584.249.669;Laprida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3540;Unidad Sanitaria;Salud;Atención Primaria - CAPS;Lomas de Zamora;-347.503.088;-583.560.124;Las Cauarinas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3543;Unidad Sanitaria San José ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-347.624.916;-583.620.309;De Los Eucaliptos;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2322) 485203;;;;;;;;;;;;;;;;;;
3545;Unidad Sanitaria Bartolomé Mitre ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-3.477.706.146;-5.837.168.809;Lautaro;815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(230) 4483921;;;;;;;;;;;;;;;;;;
3547;Unidad Sanitaria Dr. José Martín Oliveras ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-347.606.821;-583.676.848;Carhué;850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2920) 462082;;;;;;;;;;;;;;;;;;
3548;Unidad Sanitaria Las Casuarinas ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-347.503.088;-583.560.124;Las Casuarinas;347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2920) 15303491;;;;;;;;;;;;;;;;;;
3549;Unidad Sanitaria Santa Rosa ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-3.475.201.168;-5.834.122.368;Monteros;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2920) 462441;;;;;;;;;;;;;;;;;;
3551;Unidad Sanitaria Villa General San Martín ;Salud;Atención Primaria - CAPS;Lomas de Zamora;-3.474.792.913;-5.834.938.762;Anchoris;3338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2920) 463863;;;;;;;;;;;;;;;;;;
